mole fraction (or mole),
N2,0.73478859
H2,0.002295379
O2,0.100634239
H,9.37619E-05
O,2.11095E-05
OH,0.000808088
HO2,7.28095E-08
H2O,0.159664895
H2O2,1.43E-08
N,2.17381E-09
NH3,3.00667E-09
NH2,5.65714E-10
NH,4.95524E-10
NNH,1.38286E-10
NO,0.001693509
N2O,2.8181E-08
HNO,3.13762E-08
HON,2.31524E-07
H2NO,1.12095E-11
HNOH,1.32E-12
NH2OH,2.34667E-13
NO2,1.87524E-07
HONO,1.78619E-08
N2H2,8.27619E-15
H2NN,1.51381E-16
N2H4,1.26762E-19
N2H3,2.14762E-17
